dependency,head_number,Plausibility,sentence_pair,Sentence,Word,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_word,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: from the attn directing lure ('girl') to the baseline word 'the',,,,,Head 6-9,Head 3-11,Head 6-10,H 4-6,H8-11,H5-3,H7-3,,H4-5,H7-10,H3-10,H3-9,H5-7,,,Lure 6-9,L3-11,L6-10,L4-6,L8-11,L5-3,L7-3,,L4-5,L7-10,L3-10,L3-9,L5-7
nsubjpass,4_10,Implausible,33,The song about the art was drawn by the artist. ,drawn,10.63,2.735,-2.147608817,0.18709257,0.1999,drawn,10.63,2.735,-1.622245133,0.22591674,0.1495,0.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,34,The application for the song was sung by the producer.,sung,3.49,2.253,-6.206301212,0.14779805,0.3756,sung,3.49,2.253,5.259053707,0.5393701,0.0472,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,35,The issue with the floor was scratched by the management.,scratched,4.47,2.36,-2.745977044,0.16236693,0.4431,scratched,4.47,2.36,-0.483097315,0.28409863,0.2605,0.0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,36,The challenge with the bread was baked by the team.,baked,6.69,2.534,-2.694615602,0.25032917,0.1597,baked,6.69,2.534,6.991507292,0.65712076,0.157,0.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,37,The meeting about the art was drawn by the board.,drawn,10.63,2.735,-3.170592189,0.23193821,0.2021,drawn,10.63,2.735,-1.622245133,0.22591674,0.2188,0.1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,38,The film about the tree was grown by the studio.,grown,25,3.106,-5.265855789,0.096375614,0.1864,grown,25,3.106,2.448528789,0.34780985,0.2011,0.1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,39,The campaign about the helicopter was flown by the politician.,flown,4.55,2.367,-3.439969003,0.15417467,0.3571,flown,4.55,2.367,6.389543056,0.5537927,0.1016,0.1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,40,The studies about the cars were cleaned by the scholar.,cleaned,17.78,2.958,-7.145535707,0.1338262,0.2051,cleaned,17.78,2.958,-5.200876474,0.15792823,0.0886,0.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,41,The lecture about the masterpiece was painted by the students.,painted,13.92,2.852,-4.951886415,0.1852738,0.2756,painted,13.92,2.852,0.962047458,0.32893002,0.1358,0.1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,42,The road in the movie was written by the explorers.,written,44.06,3.352,-6.133708954,0.13200772,0.4323,written,44.06,3.352,0.083396524,0.27829173,0.047,0.0628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,43,The plan for the recipe was baked by the chefs.,baked,6.69,2.534,-3.45677036,0.1461637,0.2172,baked,6.69,2.534,7.301413298,0.60460496,0.1672,0.0565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,44,The goal for the concert was sung by the girl.,sung,3.49,2.253,-4.177152872,0.1859088,0.4423,sung,3.49,2.253,2.705421567,0.40133443,0.0501,0.0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,45,The novel about the boat was sailed by the critics.,sailed,3.65,2.272,-7.144006729,0.17001699,0.2571,sailed,3.65,2.272,2.549002051,0.44066346,0.0867,0.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,46,The formula on the board was cleaned by the engineers.,cleaned,17.78,2.958,-6.389600039,0.10289832,0.2908,cleaned,17.78,2.958,-6.315011501,0.10400556,0.0606,0.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,47,The question about the table was moved by the carpenter.,moved,69.33,3.549,-3.392014503,0.17224412,0.4957,moved,69.33,3.549,-2.935305476,0.113203235,0.1008,0.0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,48,The stores with the games were played by the investor.,played,56.27,3.458,-5.260597706,0.1712527,0.2436,played,56.27,3.458,3.803436637,0.39542624,0.214,0.0628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,49,The investigations regarding the drugs were smoked by the police.,smoked,7,2.554,-8.03177762,0.06290895,0.1007,smoked,7,2.554,0.091703609,0.31045538,0.1651,0.0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,4_10,Implausible,50,The program for the picture was drawn by the committee.,drawn,10.63,2.735,-5.057061195,0.064257406,0.2539,drawn,10.63,2.735,-1.681206763,0.22947736,0.0958,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,1,The book about the food was enjoyed by the audience.,enjoyed,18.16,2.967,-0.809527814,0.19527665,0.1635,enjoyed,18.16,2.967,-1.852597266,0.15053928,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,2,The cake by the flour was enjoyed by the guests.,enjoyed,18.16,2.967,-4.580948591,0.14852515,0.0277,enjoyed,18.16,2.967,-5.92672658,0.10011157,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,3,The songs about the flowers were performed by the band.,performed,7.31,2.573,2.527504086,0.43905413,0.1101,performed,7.31,2.573,-2.89066267,0.24424368,0.0184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,4,The painting inspired by music was exhibited by the museum.,exhibited,0.82,1.633,3.457218409,0.509823,0.195,exhibited,0.82,1.633,-5.171056271,0.16595116,0.0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,5,The report about the art was reviewed by the committee.,reviewed,2.61,2.127,-1.904252946,0.16431083,0.1308,reviewed,2.61,2.127,-2.722065568,0.16735077,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,6,The app for the recipe was funded by the investors.,funded,0.803921569,1.62324929,-2.80663228,0.1913809,0.0989,funded,0.803921569,1.62324929,-6.446363449,0.06265095,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,7,The speech about the mountain was praised by the audience.,praised,1.71,1.944,-1.145506144,0.2878057,0.1022,praised,1.71,1.944,-6.159485102,0.1086108,0.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,8,The car in the musical was driven by the owner.,driven,10.27,2.72,2.712220311,0.40973133,0.0736,driven,10.27,2.72,-3.738076925,0.15760681,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,9,The meal in the picture was created by the chef.,created,23.43,3.078,-4.655281901,0.08735459,0.4491,created,23.43,3.078,-2.08083564,0.22212192,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,10,The movie about the garden was criticized by the reviewers.,criticized,0.65,1.532,0.111608085,0.19910711,0.1184,criticized,0.65,1.532,-5.149914265,0.1192519,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,11,The tank with the oxygen was grabbed by the diver.,grabbed,13.33,2.833,-3.06712538,0.14968377,0.0756,grabbed,13.33,2.833,-5.510988951,0.12953262,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,12,The interview for the career was completed by the student.,completed,7.67,2.593,-5.118577242,0.19723532,0.3525,completed,7.67,2.593,-1.234296679,0.23160541,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,13,The house in the novel was sold by the agent.,sold,52.06,3.424,-0.349350512,0.2667114,0.4542,sold,52.06,3.424,-2.136734128,0.19259956,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,14,The shirt by the kite was worn by the model.,worn,10.08,2.712,6.018122911,0.56020886,0.1274,worn,10.08,2.712,-2.788843513,0.23991546,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,15,The photograph near the cocktail was displayed by the gallery.,displayed,1.47,1.881,0.439269807,0.31606624,0.1819,displayed,1.47,1.881,-3.861623645,0.1489436,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,16,The lesson about the plane was appreciated by the students.,appreciated,5.73,2.467,-2.524407387,0.22218998,0.1298,appreciated,5.73,2.467,-7.116321325,0.07020551,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,17,The gift by the boat was opened by the boy.,opened,33.84,3.237,-3.84482801,0.20675945,0.123,opened,33.84,3.237,-4.082175493,0.19993727,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,18,The joke about the pie was enjoyed by the audience.,enjoyed,18.16,2.967,-3.415755749,0.265756,0.0964,enjoyed,18.16,2.967,-5.325167418,0.101898886,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,19,The advice about the computer was followed by the friend.,followed,34.1,3.24,-1.165606774,0.20234008,0.3378,followed,34.1,3.24,-3.353544235,0.12095567,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,20,The garden by the jacket was watered by the farmer.,watered,0.96,1.699,-0.818330854,0.29203057,0.1555,watered,0.96,1.699,-5.356710196,0.15761589,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,21,The poem about the feast was read by the poet.,read,241.22,4.09,-0.250354901,0.3339989,0.1355,read,241.22,4.09,-4.19113636,0.1853334,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,22,The chairs by the snacks were bought by the customers.,bought,85.53,3.64,-3.106348515,0.1682875,0.3502,bought,85.53,3.64,-1.276619732,0.23084536,0.0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,23,The decision about the artwork was supported by the group.,supported,3.65,2.272,-0.653094724,0.30454266,0.0515,supported,3.65,2.272,-4.014091372,0.16472317,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,24,The email about the basket was read by the manager.,read,241.22,4.09,-0.586372033,0.34792098,0.1244,read,241.22,4.09,-5.839823723,0.09864634,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,25,The plan for the beverage was devised by the leaders.,devised,1.47,1.881,3.536993742,0.44049513,0.0679,devised,1.47,1.881,-4.912131786,0.11170703,0.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,26,The dinner on the plane was attended by the guests.,attended,3.88,2.299,0.734518483,0.3360037,0.0794,attended,3.88,2.299,-5.846097231,0.1197058,0.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,27,The story about the candy was remembered by the children.,remembered,22.47,3.06,-1.582745761,0.28716573,0.086,remembered,22.47,3.06,-5.518958092,0.14492598,0.0427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,28,The puzzle on the necklace was solved by the inventor.,solved,9.92,2.705,3.226630449,0.43280548,0.0447,solved,9.92,2.705,-5.08165431,0.17181072,0.0197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,29,The contract for the menu was drafted by the CEO.,drafted,2.33,2.079,0.260144584,0.32901666,0.2538,drafted,2.33,2.079,-7.934352636,0.09981214,0.1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,30,The schedule on the calendar was followed by the employees.,followed,34.1,3.24,-0.629204758,0.19830911,0.2899,followed,34.1,3.24,-1.459592372,0.22227617,0.0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,31,The training for the cuisine was completed by the contestant.,completed,7.67,2.593,0.709189713,0.34732875,0.1294,completed,7.67,2.593,-7.190988302,0.07480356,0.0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,32,The experiment on the glacier was conducted by the scientists.,conducted,3.2,2.215,2.242104113,0.33307284,0.2357,conducted,3.2,2.215,-4.704494238,0.13348337,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,33,The song about the art was recorded by the artist. ,recorded,8.41,2.634,3.224877954,0.39607632,0.1602,recorded,8.41,2.634,-2.904766917,0.17896996,0.0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,34,The application for the song was approved by the producer.,approved,6.49,2.521,1.656418443,0.4588006,0.0402,approved,6.49,2.521,-5.069872499,0.082418606,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,35,The issue with the floor was addressed by the management.,addressed,3.8,2.29,1.115344584,0.39524218,0.1126,addressed,3.8,2.29,-4.434220314,0.14171015,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,36,The challenge with the bread was overcome by the team.,overcome,6.2,2.501,-0.197928756,0.3913341,0.1318,overcome,6.2,2.501,-4.189844966,0.1808059,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,37,The meeting about the art was held by the board.,held,42.45,3.336,2.37839663,0.43162015,0.1481,held,42.45,3.336,-2.304139018,0.22100098,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,38,The film about the tree was released by the studio.,released,17.29,2.946,2.257216632,0.30524936,0.1944,released,17.29,2.946,-1.955142558,0.15619631,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,39,The campaign about the helicopter was led by the politician.,led,24.02,3.088,1.844052553,0.34471348,0.1199,led,24.02,3.088,-2.465499043,0.21115655,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,40,The studies about the cars were published by the scholar.,published,7.2,2.566,0.971573561,0.3422577,0.329,published,7.2,2.566,-5.450920105,0.08467949,0.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,41,The lecture about the masterpiece was attended by the students.,attended,3.88,2.299,1.054133087,0.31873864,0.1591,attended,3.88,2.299,-5.042005777,0.12103061,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,42,The road in the movie was traveled by the explorers.,traveled,6.73,2.537,-2.712134957,0.2569377,0.3753,traveled,6.73,2.537,-5.316393614,0.14714086,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,43,The plan for the recipe was reached by the chefs.,reached,24.73,3.101,-3.86661911,0.17630081,0.0679,reached,24.73,3.101,-6.870333195,0.05580345,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,44,The goal for the concert was achieved by the girl.,achieved,4.29,2.342,0.729386412,0.38207316,0.034,achieved,4.29,2.342,-3.422084689,0.2375499,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,45,The novel about the boat was read by the critics.,read,241.22,4.09,-0.858259261,0.29529935,0.1124,read,241.22,4.09,-5.910294771,0.15169087,0.0259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,46,The formula on the board was derived by the engineers.,derived,1.04,1.732,1.418411434,0.2585313,0.2505,derived,1.04,1.732,-7.068282604,0.12276491,0.0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,47,The question about the table was answered by the carpenter.,answered,15.2,2.89,4.347020388,0.5924102,0.0286,answered,15.2,2.89,-4.179318786,0.13676152,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,48,The stores with the games were managed by the investor.,managed,16.59,2.928,0.653263621,0.27393544,0.1664,managed,16.59,2.928,-1.154493183,0.18758693,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,49,The investigations regarding the drugs were conducted by the police.,conducted,3.2,2.215,5.338674545,0.3981507,0.4278,conducted,3.2,2.215,-1.184322119,0.18883875,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Plausible,50,The program for the picture was evaluated by the committee.,evaluated,0.61,1.505,-0.096860528,0.2691202,0.0986,evaluated,0.61,1.505,-5.340376616,0.11156384,0.0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,1,The book about the food was tasted by the audience.,tasted,5.75,2.468,-3.364081588,0.13830489,0.0845,tasted,5.75,2.468,2.658370912,0.39172354,0.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,2,The cake by the flour was measured by the guests.,measured,2.82,2.161,-4.358350039,0.10099783,0.0276,measured,2.82,2.161,-3.914286613,0.17927438,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,3,The songs about the flowers were watered by the band.,watered,0.96,1.699,-8.150150299,0.14227675,0.0785,watered,0.96,1.699,-0.417370886,0.32302946,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,4,The painting inspired by music was heard by the museum.,heard,387.75,4.296,-3.983404279,0.19170071,0.1108,heard,387.75,4.296,-1.044494808,0.30071142,0.0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,5,The report about the art was painted by the committee.,painted,13.92,2.852,-7.411674976,0.05629746,0.4982,painted,13.92,2.852,1.832779467,0.45462662,0.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,6,The app for the recipe was cooked by the investors.,cooked,9.51,2.687,-8.748998165,0.098927155,0.2622,cooked,9.51,2.687,6.832427502,0.62048787,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,7,The speech about the mountain was climbed by the audience.,climbed,5,2.408,-6.907812595,0.043638937,0.1967,climbed,5,2.408,5.931034327,0.42508256,0.0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,8,The car in the musical was sung by the owner.,sung,3.49,2.253,-5.642649889,0.16195546,0.1273,sung,3.49,2.253,1.420564651,0.34411982,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,9,The meal in the picture was drawn by the chef.,drawn,10.63,2.735,-4.215179086,0.14269774,0.328,drawn,10.63,2.735,-1.681206763,0.22947736,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,10,The movie about the garden was planted by the reviewers.,planted,8.94,2.66,-6.32423687,0.09741035,0.1156,planted,8.94,2.66,4.03699863,0.44247922,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,11,The tank with the oxygen was breathed by the diver.,breathed,1.39,1.857,-1.687646925,0.18728116,0.0455,breathed,1.39,1.857,4.97253263,0.43434855,0.0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,12,The interview for the career was dreamed by the student.,dreamed,15.37,2.895,-3.487875223,0.23441844,0.0949,dreamed,15.37,2.895,-0.047697783,0.31391364,0.0309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,13,The house in the novel was read by the agent.,read,241.22,4.09,-4.37697494,0.13063692,0.1465,read,241.22,4.09,-0.858259261,0.29529935,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,14,The shirt by the kite was flown by the model.,flown,4.55,2.367,-5.618425608,0.14124116,0.178,flown,4.55,2.367,1.878339618,0.3200188,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,15,The photograph near the cocktail was tasted by the gallery.,tasted,5.75,2.468,-7.611251354,0.14426762,0.1934,tasted,5.75,2.468,1.24349349,0.3381898,0.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,16,The lesson about the plane was flown by the students.,flown,4.55,2.367,-6.365953922,0.13283667,0.1316,flown,4.55,2.367,4.939728975,0.46068525,0.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,17,The gift by the boat was sailed by the boy.,sailed,3.65,2.272,-5.773617506,0.2256703,0.2078,sailed,3.65,2.272,2.549002051,0.44066346,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,18,The joke about the pie was baked by the audience.,baked,6.69,2.534,-2.818026185,0.32191727,0.3312,baked,6.69,2.534,5.335124016,0.48190832,0.0184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,19,The advice about the computer was hacked by the friend.,hacked,4.22,2.334,-6.058378458,0.18167482,0.3275,hacked,4.22,2.334,1.530864865,0.3471629,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,20,The garden by the jacket was worn by the farmer.,worn,10.08,2.712,-4.691194177,0.18150309,0.0898,worn,10.08,2.712,6.695564747,0.63684165,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,21,The poem about the feast was cooked by the poet.,cooked,9.51,2.687,-7.30811286,0.1590639,0.1896,cooked,9.51,2.687,-1.266319066,0.29718095,0.0343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,22,The chairs by the snacks were eaten by the customers.,eaten,18.18,2.967,-4.917464733,0.1705958,0.1218,eaten,18.18,2.967,5.545514584,0.5584919,0.0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,23,The decision about the artwork was painted by the group.,painted,13.92,2.852,-7.897333145,0.065955184,0.1766,painted,13.92,2.852,1.941250801,0.41836005,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,24,The email about the basket was woven by the manager.,woven,0.63,1.518,-9.62234211,0.029695243,0.1896,woven,0.63,1.518,3.197100639,0.35359707,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,25,The plan for the beverage was sipped by the leaders.,sipped,0.18,1,-7.078632355,0.082363226,0.0888,sipped,0.18,1,3.182094455,0.48540378,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,26,The dinner on the plane was flown by the guests.,flown,4.55,2.367,-7.065567255,0.14878137,0.2939,flown,4.55,2.367,4.939728975,0.46068525,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,27,The story about the candy was swallowed by the children.,swallowed,6.71,2.535,-3.270908475,0.20972586,0.3255,swallowed,6.71,2.535,-1.923164546,0.26565328,0.0779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,28,The puzzle on the necklace was worn by the inventor.,worn,10.08,2.712,-6.993021011,0.1436802,0.2107,worn,10.08,2.712,4.127221942,0.45262036,0.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,29,The contract for the menu was tasted by the CEO.,tasted,5.75,2.468,-7.339677334,0.115686916,0.111,tasted,5.75,2.468,-0.818394899,0.30221036,0.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,30,The schedule on the calendar was colored by the employees.,colored,7.39,2.578,-5.922017813,0.09493625,0.0747,colored,7.39,2.578,-4.127732992,0.1355259,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,31,The training for the cuisine was eaten by the contestant.,eaten,18.18,2.967,-7.44966054,0.1305376,0.0873,eaten,18.18,2.967,3.265064359,0.47381577,0.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,32,The experiment on the glacier was climbed by the scientists.,climbed,5,2.408,-5.400025845,0.089238554,0.0566,climbed,5,2.408,3.450001001,0.34552923,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,33,The song about the art was drawn by the artist. ,drawn,10.63,2.735,-2.147608817,0.18709257,0.1823,drawn,10.63,2.735,-1.622245133,0.22591674,0.0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,34,The application for the song was sung by the producer.,sung,3.49,2.253,-6.206301212,0.14779805,0.2826,sung,3.49,2.253,5.259053707,0.5393701,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,35,The issue with the floor was scratched by the management.,scratched,4.47,2.36,-2.745977044,0.16236693,0.3029,scratched,4.47,2.36,-0.483097315,0.28409863,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,36,The challenge with the bread was baked by the team.,baked,6.69,2.534,-2.694615602,0.25032917,0.1367,baked,6.69,2.534,6.991507292,0.65712076,0.0338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,37,The meeting about the art was drawn by the board.,drawn,10.63,2.735,-3.170592189,0.23193821,0.2413,drawn,10.63,2.735,-1.622245133,0.22591674,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,38,The film about the tree was grown by the studio.,grown,25,3.106,-5.265855789,0.096375614,0.1211,grown,25,3.106,2.448528789,0.34780985,0.1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsubjpass,8_10,Implausible,39,The campaign about the helicopter was flown by the politician.,flown,4.55,2.367,-3.439969003,0.15417467,0.2008,flown,4.55,2.367,6.389543056,0.5537927,0.0794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
