dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: From girl to initial 'the'
nsubjpass,3_22,Implausible,21,The poem for the woman was taught by the professor.,taught,43.84,3.35,-3.97467649,0.22748204,0.0371,taught,43.84,3.35,-2.134609401,0.24116494,0.0306,,
nsubjpass,3_22,Implausible,22,The chair for the boy was injured by the parents.,injured,10.47,2.728,-3.653625965,0.16644509,0.0523,injured,10.47,2.728,-0.824971586,0.2165631,0.0457,,
nsubjpass,3_22,Implausible,23,The decision about the art was painted by the team.,painted,13.92,2.852,-7.897333145,0.065955184,0.0303,painted,13.92,2.852,1.832779467,0.45462662,0.0601,,
nsubjpass,3_22,Implausible,24,The email about the garden was grown by the manager.,grown,25,3.106,-7.801894188,0.10976815,0.0307,grown,25,3.106,-0.464496568,0.32538202,0.0461,,
nsubjpass,3_22,Implausible,25,The plan regarding the bear was caught by the officer.,caught,93.94,3.68,-4.021384001,0.16407128,0.025,caught,93.94,3.68,-2.971310258,0.13667674,0.0492,,
nsubjpass,3_22,Implausible,26,The event from the poster was torn by the guests.,torn,10.84,2.744,-5.334913492,0.11138317,0.0373,torn,10.84,2.744,-4.561306357,0.14768891,0.0529,,
nsubjpass,3_22,Implausible,27,The story about the money was spent by the intern.,spent,70.08,3.553,-3.234798193,0.18295908,0.0139,spent,70.08,3.553,1.996313691,0.3598707,0.0609,,
nsubjpass,3_22,Implausible,28,The mystery surrounding the coat was worn by the author.,worn,10.08,2.712,-4.338881969,0.15375738,0.0181,worn,10.08,2.712,3.964575291,0.39669102,0.0323,,
nsubjpass,3_22,Implausible,29,The contract for the vehicle was driven by the manager.,driven,10.27,2.72,-6.405123234,0.12950942,0.0284,driven,10.27,2.72,1.891270936,0.38061005,0.0509,,
nsubjpass,3_22,Implausible,30,The schedule on the calendar was colored by the employees.,colored,7.39,2.578,-5.922017813,0.09493625,0.0343,colored,7.39,2.578,-4.127732992,0.1355259,0.0351,,
nsubjpass,3_22,Implausible,31,The training for the course was taught by the participants.,taught,43.84,3.35,0.620173618,0.38389662,0.0424,taught,43.84,3.35,0.348165758,0.3710547,0.0444,,
nsubjpass,3_22,Implausible,32,The experiments on the animals were fed by the professor.,fed,15.88,2.909,-2.584660769,0.21007541,0.0307,fed,15.88,2.909,1.159857035,0.2671719,0.0413,,
nsubjpass,3_22,Implausible,33,The song about the picture was drawn by the artist.,drawn,10.63,2.735,-2.147608817,0.18709257,0.0265,drawn,10.63,2.735,-1.681206763,0.22947736,0.0399,,
nsubjpass,3_22,Implausible,34,The application for the path was walked by the authorities.,walked,53.67,3.437,-6.81812048,0.09328429,0.0257,walked,53.67,3.437,-1.233969063,0.27922055,0.0469,,
nsubjpass,3_22,Implausible,35,The issue with the plant was grown by the management.,grown,25,3.106,-4.324144721,0.13723353,0.0351,grown,25,3.106,2.82367301,0.35520008,0.0545,,
nsubjpass,3_22,Implausible,36,The challenge with the image was colored by the team.,colored,7.39,2.578,-4.968973398,0.1429857,0.0184,colored,7.39,2.578,-2.205908418,0.24420859,0.0363,,
nsubjpass,3_22,Implausible,37,The meeting on the calendar was drawn by the board.,drawn,10.63,2.735,-3.170592189,0.23193821,0.0413,drawn,10.63,2.735,-4.783598423,0.16633703,0.0509,,
nsubjpass,3_22,Implausible,38,The film about the flower was grown by the studio.,grown,25,3.106,-5.265855789,0.096375614,0.0155,grown,25,3.106,0.497132375,0.35314846,0.0306,,
nsubjpass,3_22,Implausible,39,The campaign about the sign was painted by the lawyer.,painted,13.92,2.852,-3.694064856,0.21808606,0.0142,painted,13.92,2.852,-3.217876911,0.17540894,0.0413,,
nsubjpass,3_22,Implausible,40,The studies on the workers were fired by the scholar.,fired,61.94,3.5,-5.435335398,0.12842052,0.0163,fired,61.94,3.5,2.088902056,0.26757503,0.0519,,
nsubjpass,3_22,Implausible,41,The lecture about the church was painted by the artist.,painted,13.92,2.852,-4.951886415,0.1852738,0.0169,painted,13.92,2.852,-0.842834428,0.23078078,0.0288,,
nsubjpass,3_22,Implausible,42,The road in the movie was shot after the president.,shot,227.43,4.064,-3.139172673,0.22726326,0.0483,shot,227.43,4.064,2.215162039,0.40784937,0.0343,,
nsubjpass,3_22,Implausible,43,The agreement about the bridge was measured by the government.,measured,2.82,2.161,-3.518755436,0.16250715,0.0108,measured,2.82,2.161,-1.877419651,0.18914168,0.0183,,
nsubjpass,3_22,Implausible,44,The goal for the day was spent by the runner.,spent,70.08,3.553,-2.279578447,0.25351182,0.0372,spent,70.08,3.553,-0.010268979,0.26715237,0.0528,,
nsubjpass,3_22,Implausible,45,The novel about the mouse was caught by the critics.,caught,93.94,3.68,-2.810673088,0.16397397,0.0172,caught,93.94,3.68,-1.566106796,0.12973623,0.0481,,
nsubjpass,3_22,Implausible,46,The formula on the sheet was torn by the engineer.,torn,10.84,2.744,-8.378767252,-0.019519461,0.0523,torn,10.84,2.744,-1.130881473,0.212351,0.0505,,
nsubjpass,3_22,Implausible,47,The question about the table was moved by the expert.,moved,69.33,3.549,-3.392014503,0.17224412,0.0465,moved,69.33,3.549,-2.935305476,0.113203235,0.0488,,
nsubjpass,3_22,Implausible,48,The stores with the games were played by the owner.,played,56.27,3.458,-5.260597706,0.1712527,0.0263,played,56.27,3.458,3.803436637,0.39542624,0.0378,,
nsubjpass,3_22,Implausible,49,The investigation into the statement was spoken by the police.,spoken,19.84,3.006,-5.373295069,0.113850124,0.0155,spoken,19.84,3.006,-2.487261295,0.28117853,0.025,,
nsubjpass,3_22,Implausible,50,The date of the concert was performed by the committee.,performed,7.31,2.573,-3.2118119,0.17429288,0.0457,performed,7.31,2.573,5.117442846,0.5540761,0.0642,,
nsubjpass,9_2,Plausible,1,The book about the dog was read by the audience.,read,241.22,4.09,2.357256249,0.39943463,0.1355,read,241.22,4.09,-3.71185565,0.20594248,0.0152,,
nsubjpass,9_2,Plausible,2,The dinner at the opera was enjoyed by the guests.,enjoyed,18.16,2.967,-1.406774908,0.28101742,0.0987,enjoyed,18.16,2.967,-1.934919953,0.16289692,0.0337,,
nsubjpass,9_2,Plausible,3,The song about the book was performed by the band.,performed,7.31,2.573,3.875476956,0.47057867,0.2417,performed,7.31,2.573,-2.442752227,0.17868897,0.0249,,
nsubjpass,9_2,Plausible,4,The painting inspired by music was shown by the museum.,shown,14.18,2.86,-0.469084889,0.31653652,0.3587,shown,14.18,2.86,-4.459862471,0.13226202,0.0072,,
nsubjpass,9_2,Plausible,5,The report about the art was prepared by the committee.,prepared,35.78,3.261,-0.481373325,0.23323126,0.1401,prepared,35.78,3.261,-2.939223528,0.16789241,0.0192,,
nsubjpass,9_2,Plausible,6,The plans for the animals were studied by the students.,studied,11.31,2.762,-6.164853811,0.17553224,0.1358,studied,11.31,2.762,-1.306863084,0.20976229,0.0372,,
nsubjpass,9_2,Plausible,7,The conversation about his arm was understood by the man.,understood,32.14,3.215,-2.098032475,0.33983463,0.2536,understood,32.14,3.215,-6.583346367,0.12909682,0.0078,,
nsubjpass,9_2,Plausible,8,The car in the musical was driven by the owner.,driven,10.27,2.72,2.712220311,0.40973133,0.3538,driven,10.27,2.72,-3.738076925,0.15760681,0.0018,,
nsubjpass,9_2,Plausible,9,The breakfast in the picture was created by the chef.,created,23.43,3.078,-5.790030956,0.08843448,0.5003,created,23.43,3.078,-2.08083564,0.22212192,0.0016,,
nsubjpass,9_2,Plausible,10,The movie about the tree was addressed by the journalist.,addressed,3.8,2.29,-4.527954102,0.15057617,0.3134,addressed,3.8,2.29,-4.113108277,0.15371682,0.0081,,
nsubjpass,9_2,Plausible,11,The game about the language was played by the children.,played,56.27,3.458,2.187565148,0.4189569,0.1972,played,56.27,3.458,-5.551516056,0.09614844,0.0122,,
nsubjpass,9_2,Plausible,12,The software for the student was used at the university.,used,344.14,4.244,-1.099933743,0.16318673,0.301,used,344.14,4.244,-3.79123795,0.09360465,0.0381,,
nsubjpass,9_2,Plausible,13,The house from the book was sold by the agent.,sold,52.06,3.424,-0.349350512,0.2667114,0.0926,sold,52.06,3.424,-0.452893615,0.1665847,0.0042,,
nsubjpass,9_2,Plausible,14,The clothes for the models were designed by the staff.,designed,17.53,2.952,-1.630409479,0.22362648,0.3349,designed,17.53,2.952,0.256386518,0.35069555,0.027,,
nsubjpass,9_2,Plausible,15,The photograph of the newspaper was viewed in the gallery.,viewed,1.04,1.732,-2.464099646,0.27245793,0.1205,viewed,1.04,1.732,-3.703366637,0.17881054,0.0818,,
nsubjpass,9_2,Plausible,16,The poster with the demand was appreciated by the students.,appreciated,5.73,2.467,-0.939570457,0.23672193,0.157,appreciated,5.73,2.467,-4.249032259,0.22313076,0.03,,
nsubjpass,9_2,Plausible,17,The prize from the race was opened by the boy.,opened,33.84,3.237,-6.935272932,0.17764705,0.1899,opened,33.84,3.237,-4.960103512,0.098343864,0.0288,,
nsubjpass,9_2,Plausible,18,The story about the animal was enjoyed by the audience.,enjoyed,18.16,2.967,-1.267718498,0.24328087,0.503,enjoyed,18.16,2.967,-4.194565654,0.13217084,0.0051,,
nsubjpass,9_2,Plausible,19,The advice for the game was followed by the friend.,followed,34.1,3.24,-1.165606774,0.20234008,0.1132,followed,34.1,3.24,-1.880133212,0.21675272,0.1049,,
nsubjpass,9_2,Plausible,20,The garden in the book was loved by the man.,loved,110.33,3.75,-2.354789674,0.25157505,0.1733,loved,110.33,3.75,-0.112799406,0.2509044,0.0133,,
nsubjpass,9_2,Plausible,21,The poem for the woman was read by the professor.,read,241.22,4.09,-0.250354901,0.3339989,0.3895,read,241.22,4.09,-3.988939285,0.2711282,0.0165,,
nsubjpass,9_2,Plausible,22,The chair for the boy was purchased by the parents.,purchased,3.73,2.281,-3.42681706,0.20020601,0.365,purchased,3.73,2.281,-4.086781025,0.19446321,0.0174,,
nsubjpass,9_2,Plausible,23,The decision about the art was supported by the team.,supported,3.65,2.272,-0.653094724,0.30454266,0.1333,supported,3.65,2.272,-3.513635039,0.20212528,0.018,,
nsubjpass,9_2,Plausible,24,The email about the garden was read by the manager.,read,241.22,4.09,-0.586372033,0.34792098,0.1317,read,241.22,4.09,-4.992098808,0.1762869,0.0061,,
nsubjpass,9_2,Plausible,25,The plan regarding the bear was implemented by the officer.,implemented,0.27,1.176,2.939709663,0.396322,0.1172,implemented,0.27,1.176,-6.001747131,0.119325034,0.0567,,
nsubjpass,9_2,Plausible,26,The event from the poster was attended by the guests.,attended,3.88,2.299,-0.718388934,0.25816378,0.3627,attended,3.88,2.299,-5.465961695,0.12727343,0.0208,,
nsubjpass,9_2,Plausible,27,The story about the money was remembered by the intern.,remembered,22.47,3.06,-1.582745761,0.28716573,0.3437,remembered,22.47,3.06,-4.662377834,0.21578732,0.0431,,
nsubjpass,9_2,Plausible,28,The mystery surrounding the coat was written by the author.,written,44.06,3.352,0.453535855,0.28433368,0.2064,written,44.06,3.352,-4.612068772,0.066415,0.0026,,
nsubjpass,9_2,Plausible,29,The contract for the vehicle was signed by the manager.,signed,36.06,3.265,8.062070131,0.7020264,0.2622,signed,36.06,3.265,-5.864618301,0.1544589,0.0486,,
nsubjpass,9_2,Plausible,30,The schedule on the calendar was followed by the employees.,followed,34.1,3.24,-0.629204758,0.19830911,0.1718,followed,34.1,3.24,-1.459592372,0.22227617,0.0188,,
nsubjpass,9_2,Plausible,31,The training for the course was completed by the participants.,completed,7.67,2.593,0.709189713,0.34732875,0.1881,completed,7.67,2.593,-0.492308944,0.33517963,0.0021,,
nsubjpass,9_2,Plausible,32,The experiments on the animals were run by the professor.,run,350.55,4.252,-2.499854863,0.2201378,0.1756,run,350.55,4.252,-2.880971551,0.15660948,0.0838,,
nsubjpass,9_2,Plausible,33,The song about the picture was recorded by the artist.,recorded,8.41,2.634,3.224877954,0.39607632,0.2113,recorded,8.41,2.634,-4.300001979,0.17787802,0.0151,,
nsubjpass,9_2,Plausible,34,The application for the path was approved by the authorities.,approved,6.49,2.521,1.656418443,0.4588006,0.2501,approved,6.49,2.521,-4.57546854,0.15782003,0.1178,,
nsubjpass,9_2,Plausible,35,The issue with the plant was addressed by the management.,addressed,3.8,2.29,1.115344584,0.39524218,0.0841,addressed,3.8,2.29,-5.935268164,0.06661103,0.0702,,
nsubjpass,9_2,Plausible,36,The challenge with the image was overcome by the team.,overcome,6.2,2.501,-0.197928756,0.3913341,0.2062,overcome,6.2,2.501,-5.848684072,0.098132215,0.0814,,
nsubjpass,9_2,Plausible,37,The meeting on the calendar was held by the board.,held,42.45,3.336,2.37839663,0.43162015,0.1242,held,42.45,3.336,0.265789986,0.31585827,0.0062,,
nsubjpass,9_2,Plausible,38,The film about the flower was released by the studio.,released,17.29,2.946,2.257216632,0.30524936,0.1801,released,17.29,2.946,-2.064077914,0.1349667,0.0014,,
nsubjpass,9_2,Plausible,39,The campaign about the sign was led by the lawyer.,led,24.02,3.088,1.844052553,0.34471348,0.4212,led,24.02,3.088,-3.299617648,0.16837429,0.0011,,
nsubjpass,9_2,Plausible,40,The studies on the workers were published by the scholar.,published,7.2,2.566,0.971573561,0.3422577,0.1461,published,7.2,2.566,-1.552356064,0.17853999,0.0662,,
nsubjpass,9_2,Plausible,41,The lecture about the church was attended by the artist.,attended,3.88,2.299,1.054133087,0.31873864,0.3408,attended,3.88,2.299,-0.139024407,0.25270417,0.007,,
nsubjpass,9_2,Plausible,42,The road in the movie was named after the president.,named,69.88,3.552,-1.060781676,0.17523442,0.1409,named,69.88,3.552,-2.326065063,0.15276738,0.0021,,
nsubjpass,9_2,Plausible,43,The agreement about the bridge was approved by the government.,approved,6.49,2.521,2.49725008,0.44440135,0.3334,approved,6.49,2.521,-4.10890913,0.14151135,0.0095,,
nsubjpass,9_2,Plausible,44,The goal for the day was achieved by the runner.,achieved,4.29,2.342,0.729386412,0.38207316,0.3711,achieved,4.29,2.342,-2.847565651,0.24042706,0.0415,,
nsubjpass,9_2,Plausible,45,The novel about the mouse was read by the critics.,read,241.22,4.09,-0.858259261,0.29529935,0.4514,read,241.22,4.09,-3.223053336,0.16319716,0.0095,,
nsubjpass,9_2,Plausible,46,The formula on the sheet was used by the engineer.,used,344.14,4.244,0.70672465,0.16883348,0.4439,used,344.14,4.244,0.004650891,0.2678421,0.0059,,
nsubjpass,9_2,Plausible,47,The question about the table was answered by the expert.,answered,15.2,2.89,4.347020388,0.5924102,0.0179,answered,15.2,2.89,-4.179318786,0.13676152,0.0939,,
nsubjpass,9_2,Plausible,48,The stores with the games were managed by the owner.,managed,16.59,2.928,0.653263621,0.27393544,0.3888,managed,16.59,2.928,-1.154493183,0.18758693,0.0182,,
nsubjpass,9_2,Plausible,49,The investigation into the statement was conducted by the police.,conducted,3.2,2.215,3.662667155,0.39356682,0.1617,conducted,3.2,2.215,-2.484304309,0.28294176,0.0039,,
nsubjpass,9_2,Plausible,50,The date of the concert was considered by the committee.,considered,23.18,3.073,-3.738960862,0.18212901,0.101,considered,23.18,3.073,-3.252661824,0.17482209,0.0222,,
nsubjpass,9_2,Implausible,1,The book about the dog was walked by the audience.,walked,53.67,3.437,-3.750915587,0.12968236,0.051,walked,53.67,3.437,0.025596678,0.28200492,0.0082,,
nsubjpass,9_2,Implausible,2,The dinner at the opera was heard by the guests.,heard,387.75,4.296,-1.934458733,0.29837796,0.154,heard,387.75,4.296,-1.578631997,0.252676,0.1002,,
nsubjpass,9_2,Implausible,3,The song about the book was read by the band.,read,241.22,4.09,-3.018226385,0.20253298,0.3542,read,241.22,4.09,2.357256249,0.39943463,0.1084,,
nsubjpass,9_2,Implausible,4,The painting inspired by music was heard by the museum.,heard,387.75,4.296,-3.983404279,0.19170071,0.2629,heard,387.75,4.296,-1.044494808,0.30071142,0.0795,,
nsubjpass,9_2,Implausible,5,The report about the art was painted by the committee.,painted,13.92,2.852,-7.411674976,0.05629746,0.1972,painted,13.92,2.852,1.832779467,0.45462662,0.043,,
nsubjpass,9_2,Implausible,6,The plans for the animals were fed by the students.,fed,15.88,2.909,-3.419217467,0.13421361,0.2192,fed,15.88,2.909,1.159857035,0.2671719,0.0247,,
nsubjpass,9_2,Implausible,7,The conversation about his arm was hurt by the man.,hurt,246.35,4.099,0.044816006,0.3571277,0.0073,hurt,246.35,4.099,-2.096510351,0.21888418,0.5133,,
nsubjpass,9_2,Implausible,8,The car in the musical was performed by the owner.,performed,7.31,2.573,-4.257829666,0.18909176,0.723,performed,7.31,2.573,1.523341596,0.36900046,0.0045,,
nsubjpass,9_2,Implausible,9,The breakfast in the picture was drawn by the chef.,drawn,10.63,2.735,-7.187041283,0.06881361,0.1668,drawn,10.63,2.735,-1.681206763,0.22947736,0.007,,
nsubjpass,9_2,Implausible,10,The movie about the tree was grown by the journalist.,grown,25,3.106,-3.947241306,0.15869763,0.1844,grown,25,3.106,2.448528789,0.34780985,0.4303,,
nsubjpass,9_2,Implausible,11,The game about the language was spoken by the children.,spoken,19.84,3.006,-6.025698662,0.120559834,0.073,spoken,19.84,3.006,7.418732882,0.5541992,0.3479,,
nsubjpass,9_2,Implausible,12,The software for the student was hurt at the university.,hurt,246.35,4.099,-6.503692389,0.09996191,0.062,hurt,246.35,4.099,-2.971958756,0.1663816,0.0605,,
nsubjpass,9_2,Implausible,13,The house from the book was read by the agent.,read,241.22,4.09,-4.37697494,0.13063692,0.0192,read,241.22,4.09,2.357256249,0.39943463,0.0073,,
nsubjpass,9_2,Implausible,14,The clothes for the models were fired by the staff.,fired,61.94,3.5,-2.857650638,0.2503477,0.1238,fired,61.94,3.5,-4.59111166,0.12395492,0.0098,,
nsubjpass,9_2,Implausible,15,The photograph of the newspaper was written in the gallery.,written,44.06,3.352,-2.461410642,0.18761685,0.0837,written,44.06,3.352,-1.262032636,0.24839877,0.1107,,
nsubjpass,9_2,Implausible,16,The poster with the demand was cried by the students.,cried,12.98,2.821,-4.079244494,0.21817546,0.1413,cried,12.98,2.821,-5.118807316,0.24689654,0.1025,,
nsubjpass,9_2,Implausible,17,The prize from the race was run by the boy.,run,350.55,4.252,-3.269868493,0.17347832,0.2256,run,350.55,4.252,0.90825017,0.33840284,0.2273,,
nsubjpass,9_2,Implausible,18,The story about the animal was injured by the audience.,injured,10.47,2.728,-4.486585259,0.15592556,0.0065,injured,10.47,2.728,-2.350708187,0.16375214,0.1866,,
nsubjpass,9_2,Implausible,19,The advice for the game was played by the friend.,played,56.27,3.458,-5.487903833,0.13453409,0.0583,played,56.27,3.458,2.187565148,0.4189569,0.2244,,
nsubjpass,9_2,Implausible,20,The garden in the book was read by the man.,read,241.22,4.09,-4.992098808,0.1762869,0.0932,read,241.22,4.09,2.357256249,0.39943463,0.1783,,
nsubjpass,9_2,Implausible,21,The poem for the woman was taught by the professor.,taught,43.84,3.35,-3.97467649,0.22748204,0.2087,taught,43.84,3.35,-2.134609401,0.24116494,0.0134,,
nsubjpass,9_2,Implausible,22,The chair for the boy was injured by the parents.,injured,10.47,2.728,-3.653625965,0.16644509,0.0879,injured,10.47,2.728,-0.824971586,0.2165631,0.0186,,
nsubjpass,9_2,Implausible,23,The decision about the art was painted by the team.,painted,13.92,2.852,-7.897333145,0.065955184,0.3423,painted,13.92,2.852,1.832779467,0.45462662,0.0084,,
nsubjpass,9_2,Implausible,24,The email about the garden was grown by the manager.,grown,25,3.106,-7.801894188,0.10976815,0.1248,grown,25,3.106,-0.464496568,0.32538202,0.1661,,
nsubjpass,9_2,Implausible,25,The plan regarding the bear was caught by the officer.,caught,93.94,3.68,-4.021384001,0.16407128,0.2258,caught,93.94,3.68,-2.971310258,0.13667674,0.0086,,
nsubjpass,9_2,Implausible,26,The event from the poster was torn by the guests.,torn,10.84,2.744,-5.334913492,0.11138317,0.0516,torn,10.84,2.744,-4.561306357,0.14768891,0.021,,
nsubjpass,9_2,Implausible,27,The story about the money was spent by the intern.,spent,70.08,3.553,-3.234798193,0.18295908,0.0473,spent,70.08,3.553,1.996313691,0.3598707,0.6682,,
nsubjpass,9_2,Implausible,28,The mystery surrounding the coat was worn by the author.,worn,10.08,2.712,-4.338881969,0.15375738,0.084,worn,10.08,2.712,3.964575291,0.39669102,0.4036,,
nsubjpass,9_2,Implausible,29,The contract for the vehicle was driven by the manager.,driven,10.27,2.72,-6.405123234,0.12950942,0.0661,driven,10.27,2.72,1.891270936,0.38061005,0.0898,,
nsubjpass,9_2,Implausible,30,The schedule on the calendar was colored by the employees.,colored,7.39,2.578,-5.922017813,0.09493625,0.0605,colored,7.39,2.578,-4.127732992,0.1355259,0.0147,,
nsubjpass,9_2,Implausible,31,The training for the course was taught by the participants.,taught,43.84,3.35,0.620173618,0.38389662,0.2203,taught,43.84,3.35,0.348165758,0.3710547,0.0023,,
nsubjpass,9_2,Implausible,32,The experiments on the animals were fed by the professor.,fed,15.88,2.909,-2.584660769,0.21007541,0.0493,fed,15.88,2.909,1.159857035,0.2671719,0.0343,,
nsubjpass,9_2,Implausible,33,The song about the picture was drawn by the artist.,drawn,10.63,2.735,-2.147608817,0.18709257,0.2625,drawn,10.63,2.735,-1.681206763,0.22947736,0.0493,,
nsubjpass,9_2,Implausible,34,The application for the path was walked by the authorities.,walked,53.67,3.437,-6.81812048,0.09328429,0.0966,walked,53.67,3.437,-1.233969063,0.27922055,0.0616,,
nsubjpass,9_2,Implausible,35,The issue with the plant was grown by the management.,grown,25,3.106,-4.324144721,0.13723353,0.1768,grown,25,3.106,2.82367301,0.35520008,0.3759,,
nsubjpass,9_2,Implausible,36,The challenge with the image was colored by the team.,colored,7.39,2.578,-4.968973398,0.1429857,0.0857,colored,7.39,2.578,-2.205908418,0.24420859,0.0194,,
nsubjpass,9_2,Implausible,37,The meeting on the calendar was drawn by the board.,drawn,10.63,2.735,-3.170592189,0.23193821,0.0451,drawn,10.63,2.735,-4.783598423,0.16633703,0.0389,,
nsubjpass,9_2,Implausible,38,The film about the flower was grown by the studio.,grown,25,3.106,-5.265855789,0.096375614,0.333,grown,25,3.106,0.497132375,0.35314846,0.2205,,
nsubjpass,9_2,Implausible,39,The campaign about the sign was painted by the lawyer.,painted,13.92,2.852,-3.694064856,0.21808606,0.6607,painted,13.92,2.852,-3.217876911,0.17540894,0.0106,,
nsubjpass,9_2,Implausible,40,The studies on the workers were fired by the scholar.,fired,61.94,3.5,-5.435335398,0.12842052,0.0017,fired,61.94,3.5,2.088902056,0.26757503,0.0599,,
nsubjpass,9_2,Implausible,41,The lecture about the church was painted by the artist.,painted,13.92,2.852,-4.951886415,0.1852738,0.1211,painted,13.92,2.852,-0.842834428,0.23078078,0.0279,,
nsubjpass,9_2,Implausible,42,The road in the movie was shot after the president.,shot,227.43,4.064,-3.139172673,0.22726326,0.1235,shot,227.43,4.064,2.215162039,0.40784937,0.0201,,
nsubjpass,9_2,Implausible,43,The agreement about the bridge was measured by the government.,measured,2.82,2.161,-3.518755436,0.16250715,0.2985,measured,2.82,2.161,-1.877419651,0.18914168,0.0142,,
nsubjpass,9_2,Implausible,44,The goal for the day was spent by the runner.,spent,70.08,3.553,-2.279578447,0.25351182,0.4112,spent,70.08,3.553,-0.010268979,0.26715237,0.0278,,
nsubjpass,9_2,Implausible,45,The novel about the mouse was caught by the critics.,caught,93.94,3.68,-2.810673088,0.16397397,0.1325,caught,93.94,3.68,-1.566106796,0.12973623,0.1008,,
nsubjpass,9_2,Implausible,46,The formula on the sheet was torn by the engineer.,torn,10.84,2.744,-8.378767252,-0.019519461,0.0764,torn,10.84,2.744,-1.130881473,0.212351,0.067,,
nsubjpass,9_2,Implausible,47,The question about the table was moved by the expert.,moved,69.33,3.549,-3.392014503,0.17224412,0.1526,moved,69.33,3.549,-2.935305476,0.113203235,0.0154,,
nsubjpass,9_2,Implausible,48,The stores with the games were played by the owner.,played,56.27,3.458,-5.260597706,0.1712527,0.0752,played,56.27,3.458,3.803436637,0.39542624,0.4422,,
nsubjpass,9_2,Implausible,49,The investigation into the statement was spoken by the police.,spoken,19.84,3.006,-5.373295069,0.113850124,0.2471,spoken,19.84,3.006,-2.487261295,0.28117853,0.0726,,
nsubjpass,9_2,Implausible,50,The date of the concert was performed by the committee.,performed,7.31,2.573,-3.2118119,0.17429288,0.2349,performed,7.31,2.573,5.117442846,0.5540761,0.0843,,
nsubj,3_22,Plausible,1,A dog on the roof watched the birds.,dog,192.84,3.993,-1.740057349,0.21021326,0.1117,roof,35.65,3.26,-4.402111173,0.16793664,0.0281,0.0138,
nsubj,3_22,Plausible,2,The cook in the kitchen made a soup.,cook,45.57,3.366,-2.364489079,0.21552235,0.0704,kitchen,58.31,3.474,-2.314989895,0.12797268,0.0455,0.0342,
nsubj,3_22,Plausible,3,The artist by the window painted a landscape.,artist,28.63,3.165,0.871151816,0.36655188,0.042,window,86,3.642,1.651214033,0.36638346,0.054,0.0198,
nsubj,3_22,Plausible,4,The professor in the lab developed a treatment.,professor,69.57,3.55,-2.425244153,0.2534432,0.1792,lab,39.61,3.306,-0.385760859,0.28945196,0.0367,0.0523,
nsubj,3_22,Plausible,5,A student at the library studied her notes.,student,43.04,3.342,-0.447798923,0.32931334,0.1633,library,22.94,3.069,-2.26783064,0.22321555,0.0245,0.0311,
nsubj,3_22,Plausible,6,The boy by the house enjoyed the flowers.,boy,529.82,4.432,-2.269780636,0.26592067,0.1237,house,514,4.418,-2.137680352,0.22606185,0.0868,0.0329,
nsubj,3_22,Plausible,7,The runner on the track won the championship.,runner,4.96,2.405,1.166600138,0.4459929,0.1088,track,55.75,3.454,-0.957339138,0.2912201,0.0232,0.034,
nsubj,3_22,Plausible,8,The officer in the room solved the mystery.,officer,103.24,3.721,-5.855637074,0.13018546,0.1013,room,439.51,4.351,-2.591545343,0.26550564,0.0296,0.0377,
nsubj,3_22,Plausible,9,A cook in the restaurant prepared bread daily.,cook,45.57,3.366,-0.87953864,0.30095863,0.0993,restaurant,46.53,3.376,-1.649239063,0.22187856,0.07,0.0241,
nsubj,3_22,Plausible,10,The teacher in the class inspired young minds.,teacher,55.73,3.454,-2.195475161,0.2817871,0.1069,class,117.35,3.777,-4.352151752,0.108581044,0.0381,0.0354,
nsubj,3_22,Plausible,11,The officer at the station prepared for work.,officer,103.24,3.721,-4.104025006,0.15947354,0.07,station,79.08,3.606,-4.442919731,0.15992594,0.022,0.0423,
nsubj,3_22,Plausible,12,The author in the study wrote a novel.,author,7.94,2.608,2.251944602,0.44108704,0.0996,study,49.04,3.398,-1.520377934,0.29398242,0.0455,0.053,
nsubj,3_22,Plausible,13,The singer on the stage performed a concert.,singer,15.69,2.904,1.903140008,0.408068,0.1287,stage,45.57,3.366,0.955996692,0.39203733,0.0602,0.0229,
nsubj,3_22,Plausible,14,A doctor in the hospital saved a life.,doctor,263.94,4.129,-0.400286376,0.27477685,0.0915,hospital,124.2,3.802,-1.851441562,0.1775988,0.0168,0.0258,
nsubj,3_22,Plausible,15,The engineer in the factory designed powerful engines.,engineer,11.69,2.776,0.939341336,0.3254931,0.1534,factory,16.8,2.933,1.207858741,0.3399169,0.0523,0.0465,
nsubj,3_22,Plausible,16,A runner at the beach helped the child.,runner,4.96,2.405,-3.910841584,0.18680738,0.0693,beach,56.63,3.461,-4.138481379,0.16910115,0.0186,0.0362,
nsubj,3_22,Plausible,17,The worker in the shop fixed a car.,worker,10.94,2.747,-3.442040682,0.1409167,0.0908,shop,53.55,3.437,-4.623496175,0.13488434,0.0417,0.0488,
nsubj,3_22,Plausible,18,A professor in the desert found an artifact.,professor,69.57,3.55,-3.056845069,0.1771771,0.1661,desert,27.98,3.155,-0.750169814,0.19681285,0.0474,0.0267,
