comparison_num,dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn is from the lure word 'girl' to 'the' (first instance)
,nsubj,2_9,Implausible,11,The station at the officer prepared for emergencies.,station,79.08,3.606,-4.44291997,0.15992594,0.1183,officer,103.24,3.721,-4.104025245,0.15947354,0.6804,,
,nsubj,2_9,Implausible,12,The study in the author wrote a novel.,study,49.04,3.398,-1.520377994,0.29398242,0.3104,author,7.94,2.608,2.251944602,0.44108704,0.4396,,
,nsubj,2_9,Implausible,13,The stage on the musician performed a concert.,stage,45.57,3.366,0.955996871,0.39203733,0.0873,musician,6.04,2.49,-0.117609911,0.34927702,0.4687,,
,nsubj,2_9,Implausible,14,A hospital in the doctor saved a life.,hospital,124.2,3.802,-1.851441562,0.1775988,0.1236,doctor,263.94,4.129,-0.400286347,0.27477685,0.5686,,
,nsubj,2_9,Implausible,15,The factory in the engineer designed innovative machinery.,factory,16.8,2.933,1.207858592,0.3399169,0.2349,engineer,11.69,2.776,0.939341635,0.3254931,0.5065,,
,nsubj,2_9,Implausible,16,A beach at the runner rescued a child.,beach,56.63,3.461,-2.177812755,0.22384448,0.088,runner,4.96,2.405,-7.795940638,0.083547905,0.5927,,
,nsubj,2_9,Implausible,17,The garage in the mechanic repaired a car.,garage,27.22,3.143,-1.261449277,0.28907737,0.1644,mechanic,5.06,2.413,-1.750827909,0.29271182,0.4784,,
,nsubj,2_9,Implausible,18,A desert in the scientist unearthed ancient artifacts.,desert,27.98,3.155,-3.433587432,0.1644121,0.0951,scientist,12.18,2.794,-3.303275704,0.17181167,0.5792,,
,nsubj,2_9,Implausible,19,The restaurant in the chef prepared delicious meals.,restaurant,46.53,3.376,-1.649239063,0.22187856,0.1323,chef,11.88,2.783,-1.2058025,0.21509095,0.6121,,
,nsubj,2_9,Implausible,20,A hive by the man collected sweet honey.,hive,0.98,1.708,-2.741079897,0.13707711,0.1094,man,"1,845.75",4.974,-3.092906952,0.11589633,0.5185,,
,nsubj,2_9,Implausible,21,The cockpit in the pilot flew the airplane.,cockpit,3.22,2.217,3.774478436,0.4097388,0.1202,pilot,26.67,3.134,6.393685579,0.4850844,0.4721,,
,nsubj,2_9,Implausible,22,A greenhouse in the researcher grew exotic plants.,greenhouse,2.2,2.053,-1.35319528,0.2513655,0.1273,researcher,0.75,1.591,-3.91446197,0.23214917,0.5701,,
,nsubj,2_9,Implausible,23,The track on the runner set a record.,track,55.75,3.454,-1.947189927,0.25681916,0.061,runner,4.96,2.405,-3.047529757,0.25139943,0.7369,,
,nsubj,2_9,Implausible,24,A lab in the researcher made a discovery.,lab,39.61,3.306,-3.512166619,0.0799246,0.118,researcher,0.75,1.591,-3.68125391,0.1038592,0.5384,,
,nsubj,2_9,Implausible,25,The bench by the apprentice created a masterpiece.,bench,9.67,2.694,-4.115895271,0.118453205,0.1426,apprentice,1.94,2,-3.413252831,0.14640959,0.6116,,
,nsubj,2_9,Implausible,26,A classroom in the assistant instructed her students.,classroom,4.45,2.358,-2.598285913,0.20607577,0.1135,assistant,32.22,3.216,-0.391860954,0.29088828,0.5218,,
,nsubj,2_9,Implausible,27,The scene at the captain extinguished the fire.,scene,74.65,3.581,-2.507702827,0.21251126,0.0962,captain,208.27,4.026,-3.191832185,0.194654,0.6635,,
,nsubj,2_9,Implausible,28,A library in the poet wrote a manuscript.,library,22.94,3.069,-1.787920415,0.25012153,0.1445,poet,9.22,2.673,1.445998579,0.37515527,0.5722,,
,nsubj,2_9,Implausible,29,The restaurant in the singer sung many tunes.,restaurant,46.53,3.376,-2.481137514,0.21711038,0.1234,singer,15.69,2.904,1.810319543,0.39252597,0.5318,,
,nsubj,2_9,Implausible,30,The garden in the cat chased a butterfly.,garden,26.55,3.132,-4.104391336,0.1332372,0.1572,cat,66.33,3.529,-0.912617937,0.20468691,0.6423,,
,nsubj,2_9,Implausible,31,A library at the teenager read a textbook.,library,22.94,3.069,-0.201622188,0.34483728,0.1154,teenager,6.88,2.546,-3.217742085,0.23832934,0.6099,,
,nsubj,2_9,Implausible,32,The studio in the painter created a masterpiece.,studio,23.33,3.076,-3.712106586,0.1417335,0.1824,painter,6.75,2.538,-3.012750268,0.21725579,0.5342,,
,nsubj,2_9,Implausible,33,A lab in the volunteer conducted an experiment.,lab,39.61,3.306,0.461361736,0.29364747,0.1268,volunteer,9.31,2.678,-0.657918863,0.2493446,0.6852,,
,nsubj,2_9,Implausible,34,The hospital at the specialist treated a patient.,hospital,124.2,3.802,1.551192045,0.346423,0.1484,specialist,5.18,2.423,-2.275440454,0.2518571,0.5162,,
,nsubj,2_9,Implausible,35,The park in the boy planted colorful flowers.,park,72.12,3.566,0.620274022,0.3097068,0.1188,boy,529.82,4.432,-5.161527634,0.09638872,0.5829,,
,nsubj,2_9,Implausible,36,The classroom in the professor explained a concept.,classroom,4.45,2.358,-3.422547221,0.19001703,0.2196,professor,69.57,3.55,-2.87078017,0.24874572,0.5222,,
,nsubj,2_9,Implausible,37,A spaceship on the astronaut observed distant galaxies.,spaceship,3.69,2.276,-2.367236257,0.2172381,0.1144,astronaut,3.96,2.308,-2.324711323,0.13396552,0.6091,,
,nsubj,2_9,Implausible,38,The garage in the worker fixed an engine.,garage,27.22,3.143,-5.42987895,0.13271151,0.1364,worker,10.94,2.747,-3.442040682,0.1409167,0.5131,,
,nsubj,2_9,Implausible,39,The exhibit at the artist showcased some portraits.,exhibit,7.61,2.59,2.357820094,0.4658724,0.0818,artist,28.63,3.165,-1.344587028,0.28892016,0.632,,
,nsubj,2_9,Implausible,40,A scene at the investigator asked various questions.,scene,74.65,3.581,-2.610715866,0.30284804,0.1394,investigator,6.1,2.494,-3.309608698,0.15714736,0.6051,,
,nsubj,2_9,Implausible,41,The field in the farmer harvested ripe vegetables.,field,70.2,3.554,-3.193777442,0.15231888,0.0667,farmer,11.84,2.782,-0.218294568,0.2928397,0.6035,,
,nsubj,2_9,Implausible,42,A stage on the actor delivered a speech.,stage,45.57,3.366,-2.086310446,0.21724778,0.1116,actor,26.33,3.128,-5.756025791,0.13856907,0.5497,,
,nsubj,2_9,Implausible,43,A conference at the journalist asked many questions.,conference,25.41,3.113,-1.939669073,0.24276125,0.3268,journalist,6.1,2.494,-2.529010653,0.27293125,0.4701,,
,nsubj,2_9,Implausible,44,The bakery in the woman made fresh coffee.,bakery,3.51,2.255,-4.202053428,0.0942358,0.2858,woman,434.63,4.346,-1.99479413,0.16894011,0.3515,,
,nsubj,2_9,Implausible,45,The river in the bear caught a trout.,river,55.47,3.452,-2.275107741,0.15176742,0.1345,bear,57.41,3.467,-2.971310258,0.13667674,0.6789,,
,nsubj,2_9,Implausible,46,The trail on the group discovered a waterfall.,trail,19.2,2.991,-2.816765308,0.14381689,0.1299,group,73.76,3.575,-2.541955471,0.16544706,0.4711,,
,nsubj,2_9,Implausible,47,A field on the coach trained young athletes.,field,70.2,3.554,-0.758929253,0.25454623,0.0685,coach,47.63,3.386,-2.245041281,0.24136515,0.6655,,
,nsubj,2_9,Implausible,48,The city from the photographer attended the wedding.,city,169.1,3.936,-1.383771271,0.21387339,0.102,photographer,9.12,2.668,-3.071966767,0.24371059,0.663,,
,nsubj,2_9,Implausible,49,A clinic at the nurse assisted a patient.,clinic,14,2.854,0.862417996,0.2983526,0.0982,nurse,44.98,3.361,0.321129672,0.24502243,0.6062,,
,nsubj,2_9,Implausible,50,A hospital in the therapist helped a girl.,hospital,124.2,3.802,-2.843260467,0.20523319,0.196,therapist,9.51,2.687,-0.993785873,0.18440726,0.5114,,
,nsubjpass,4_3,Plausible,1,The book about the food was enjoyed by the audience.,enjoyed,18.16,2.967,-0.809527814,0.19527665,0.4842,enjoyed,18.16,2.967,-1.852597266,0.15053928,0.1063,0.2777,
,nsubjpass,4_3,Plausible,2,The cake by the flour was enjoyed by the guests.,enjoyed,18.16,2.967,-4.580948591,0.14852515,0.886,enjoyed,18.16,2.967,-5.92672658,0.10011157,0.0124,0.0537,
,nsubjpass,4_3,Plausible,3,The songs about the flowers were performed by the band.,performed,7.31,2.573,2.527504086,0.43905413,0.5716,performed,7.31,2.573,-2.89066267,0.24424368,0.0092,0.3308,
,nsubjpass,4_3,Plausible,4,The painting inspired by music was exhibited by the museum.,exhibited,0.82,1.633,3.457218409,0.509823,0.7289,exhibited,0.82,1.633,-5.171056271,0.16595116,0.0103,0.0541,
,nsubjpass,4_3,Plausible,5,The report about the art was reviewed by the committee.,reviewed,2.61,2.127,-1.904252946,0.16431083,0.4627,reviewed,2.61,2.127,-2.722065568,0.16735077,0.0276,0.3691,
,nsubjpass,4_3,Plausible,6,The app for the recipe was funded by the investors.,funded,0.803921569,1.62324929,-2.80663228,0.1913809,0.6098,funded,0.803921569,1.62324929,-6.446363449,0.06265095,0.0169,0.1339,
,nsubjpass,4_3,Plausible,7,The speech about the mountain was praised by the audience.,praised,1.71,1.944,-1.145506144,0.2878057,0.662,praised,1.71,1.944,-6.159485102,0.1086108,0.0078,0.1762,
,nsubjpass,4_3,Plausible,8,The car in the musical was driven by the owner.,driven,10.27,2.72,2.712220311,0.40973133,0.7861,driven,10.27,2.72,-3.738076925,0.15760681,0.0162,0.0952,
,nsubjpass,4_3,Plausible,9,The meal in the picture was created by the chef.,created,23.43,3.078,-4.655281901,0.08735459,0.7797,created,23.43,3.078,-2.08083564,0.22212192,0.0154,0.1549,
,nsubjpass,4_3,Plausible,10,The movie about the garden was criticized by the reviewers.,criticized,0.65,1.532,0.111608085,0.19910711,0.7642,criticized,0.65,1.532,-5.149914265,0.1192519,0.0022,0.128,
,nsubjpass,4_3,Plausible,11,The tank with the oxygen was grabbed by the diver.,grabbed,13.33,2.833,-3.06712538,0.14968377,0.5347,grabbed,13.33,2.833,-5.510988951,0.12953262,0.0573,0.3369,
,nsubjpass,4_3,Plausible,12,The interview for the career was completed by the student.,completed,7.67,2.593,-5.118577242,0.19723532,0.9366,completed,7.67,2.593,-1.234296679,0.23160541,0.0057,0.0367,
,nsubjpass,4_3,Plausible,13,The house in the novel was sold by the agent.,sold,52.06,3.424,-0.349350512,0.2667114,0.8471,sold,52.06,3.424,-2.136734128,0.19259956,0.0031,0.052,
,nsubjpass,4_3,Plausible,14,The shirt with the flower was worn by the model.,worn,10.08,2.712,6.018122911,0.56020886,0.7365,worn,10.08,2.712,-0.63405023,0.30673054,0.0357,0.1837,
,nsubjpass,4_3,Plausible,15,The photograph near the cocktail was displayed by the gallery.,displayed,1.47,1.881,0.439269807,0.31606624,0.9408,displayed,1.47,1.881,-3.861623645,0.1489436,0.0091,0.0137,
,nsubjpass,4_3,Plausible,16,The lesson about the plane was appreciated by the students.,appreciated,5.73,2.467,-2.524407387,0.22218998,0.7195,appreciated,5.73,2.467,-7.116321325,0.07020551,0.0121,0.1207,
,nsubjpass,4_3,Plausible,17,The gift by the boat was opened by the boy.,opened,33.84,3.237,-3.84482801,0.20675945,0.8501,opened,33.84,3.237,-4.082175493,0.19993727,0.0776,0.0401,
,nsubjpass,4_3,Plausible,18,The joke about the pie was enjoyed by the audience.,enjoyed,18.16,2.967,-3.415755749,0.265756,0.7904,enjoyed,18.16,2.967,-5.325167418,0.101898886,0.0493,0.1161,
,nsubjpass,4_3,Plausible,19,The advice about the computer was followed by the friend.,followed,34.1,3.24,-1.165606774,0.20234008,0.9493,followed,34.1,3.24,-3.353544235,0.12095567,0.0006,0.0299,
,nsubjpass,4_3,Plausible,20,The garden by the jacket was watered by the farmer.,watered,0.96,1.699,-0.818330854,0.29203057,0.7223,watered,0.96,1.699,-5.356710196,0.15761589,0.0783,0.0467,
,nsubjpass,4_3,Plausible,21,The poem about the feast was read by the poet.,read,241.22,4.09,-0.250354901,0.3339989,0.7385,read,241.22,4.09,-4.19113636,0.1853334,0.0052,0.1709,
,nsubjpass,4_3,Plausible,22,The chairs by the snacks were bought by the customers.,bought,85.53,3.64,-3.106348515,0.1682875,0.8644,bought,85.53,3.64,-1.276619732,0.23084536,0.0462,0.0345,
,nsubjpass,4_3,Plausible,23,The decision about the artwork was supported by the group.,supported,3.65,2.272,-0.653094724,0.30454266,0.8403,supported,3.65,2.272,-4.014091372,0.16472317,0.0027,0.1133,
,nsubjpass,4_3,Plausible,24,The email about the basket was read by the manager.,read,241.22,4.09,-0.586372033,0.34792098,0.7244,read,241.22,4.09,-5.839823723,0.09864634,0.0807,0.0716,
,nsubjpass,4_3,Plausible,25,The plan for the beverage was devised by the leaders.,devised,1.47,1.881,3.536993742,0.44049513,0.7656,devised,1.47,1.881,-4.912131786,0.11170703,0.0229,0.1842,
,nsubjpass,4_3,Plausible,26,The dinner on the plane was attended by the guests.,attended,3.88,2.299,0.734518483,0.3360037,0.6523,attended,3.88,2.299,-5.846097231,0.1197058,0.0029,0.1513,
,nsubjpass,4_3,Plausible,27,The story about the candy was remembered by the children.,remembered,22.47,3.06,-1.582745761,0.28716573,0.4852,remembered,22.47,3.06,-5.518958092,0.14492598,0.1575,0.1893,
,nsubjpass,4_3,Plausible,28,The puzzle on the necklace was solved by the inventor.,solved,9.92,2.705,3.226630449,0.43280548,0.7997,solved,9.92,2.705,-5.08165431,0.17181072,0.0097,0.0993,
,nsubjpass,4_3,Plausible,29,The contract for the menu was drafted by the CEO.,drafted,2.33,2.079,0.260144584,0.32901666,0.723,drafted,2.33,2.079,-7.934352636,0.09981214,0.0253,0.1756,
,nsubjpass,4_3,Plausible,30,The schedule on the calendar was followed by the employees.,followed,34.1,3.24,-0.629204758,0.19830911,0.7548,followed,34.1,3.24,-1.459592372,0.22227617,0.0204,0.0884,
,nsubjpass,4_3,Plausible,31,The training for the cuisine was completed by the contestant.,completed,7.67,2.593,0.709189713,0.34732875,0.621,completed,7.67,2.593,-7.190988302,0.07480356,0.0058,0.3364,
,nsubjpass,4_3,Plausible,32,The experiment on the glacier was conducted by the scientists.,conducted,3.2,2.215,2.242104113,0.33307284,0.7186,conducted,3.2,2.215,-4.704494238,0.13348337,0.0061,0.2506,
,nsubjpass,4_3,Plausible,33,The song about the art was recorded by the artist.,recorded,8.41,2.634,3.224877954,0.39607632,0.643,recorded,8.41,2.634,-2.904766917,0.17896996,0.0367,0.2311,
,nsubjpass,4_3,Plausible,34,The application for the song was approved by the producer.,approved,6.49,2.521,1.656418443,0.4588006,0.6291,approved,6.49,2.521,-5.069872499,0.082418606,0.0158,0.2183,
,nsubjpass,4_3,Plausible,35,The issue with the floor was addressed by the management.,addressed,3.8,2.29,1.115344584,0.39524218,0.6758,addressed,3.8,2.29,-4.434220314,0.14171015,0.0127,0.2821,
,nsubjpass,4_3,Plausible,36,The challenge with the bread was overcome by the team.,overcome,6.2,2.501,-0.197928756,0.3913341,0.9062,overcome,6.2,2.501,-4.189844966,0.1808059,0.0135,0.0586,
,nsubjpass,4_3,Plausible,37,The meeting about the art was held by the board.,held,42.45,3.336,2.37839663,0.43162015,0.8133,held,42.45,3.336,-2.304139018,0.22100098,0.0321,0.1203,
,nsubjpass,4_3,Plausible,38,The film about the tree was released by the studio.,released,17.29,2.946,2.257216632,0.30524936,0.6591,released,17.29,2.946,-1.955142558,0.15619631,0.0179,0.2655,
,nsubjpass,4_3,Plausible,39,The campaign about the helicopter was led by the politician.,led,24.02,3.088,1.844052553,0.34471348,0.6704,led,24.02,3.088,-2.465499043,0.21115655,0.0171,0.2198,
,nsubjpass,4_3,Plausible,40,The studies about the cars were published by the scholar.,published,7.2,2.566,0.971573561,0.3422577,0.759,published,7.2,2.566,-5.450920105,0.08467949,0.0073,0.2072,
,nsubjpass,4_3,Plausible,41,The lecture about the masterpiece was attended by the students.,attended,3.88,2.299,1.054133087,0.31873864,0.8243,attended,3.88,2.299,-5.042005777,0.12103061,0.0074,0.084,
,nsubjpass,4_3,Plausible,42,The road in the movie was traveled by the explorers.,traveled,6.73,2.537,-2.712134957,0.2569377,0.9219,traveled,6.73,2.537,-5.316393614,0.14714086,0.0046,0.0314,
,nsubjpass,4_3,Plausible,43,The plan for the recipe was reached by the chefs.,reached,24.73,3.101,-3.86661911,0.17630081,0.6147,reached,24.73,3.101,-6.870333195,0.05580345,0.0099,0.3394,
,nsubjpass,4_3,Plausible,44,The goal for the concert was achieved by the girl.,achieved,4.29,2.342,0.729386412,0.38207316,0.7012,achieved,4.29,2.342,-3.422084689,0.2375499,0.0808,0.1313,
,nsubjpass,4_3,Plausible,45,The novel about the boat was read by the critics.,read,241.22,4.09,-0.858259261,0.29529935,0.5863,read,241.22,4.09,-5.910294771,0.15169087,0.0245,0.1828,
,nsubjpass,4_3,Plausible,46,The formula on the board was derived by the engineers.,derived,1.04,1.732,1.418411434,0.2585313,0.8707,derived,1.04,1.732,-7.068282604,0.12276491,0.004,0.1053,
,nsubjpass,4_3,Plausible,47,The question about the table was answered by the artist.,answered,15.2,2.89,4.347020388,0.5924102,0.782,answered,15.2,2.89,-4.179318786,0.13676152,0.0063,0.1454,
,nsubjpass,4_3,Plausible,48,The stores with the games were managed by the investor.,managed,16.59,2.928,0.653263621,0.27393544,0.8284,managed,16.59,2.928,-1.154493183,0.18758693,0.0152,0.103,
,nsubjpass,4_3,Plausible,49,The investigations regarding the drugs were conducted by the police.,conducted,3.2,2.215,5.338674545,0.3981507,0.9523,conducted,3.2,2.215,-1.184322119,0.18883875,0.005,0.0239,
,nsubjpass,4_3,Plausible,50,The program for the picture was evaluated by the committee.,evaluated,0.61,1.505,-0.096860528,0.2691202,0.5187,evaluated,0.61,1.505,-5.340376616,0.11156384,0.0142,0.3504,
,nsubjpass,4_3,Implausible,1,The book about the food was tasted by the audience.,tasted,5.75,2.468,-3.364081588,0.13830489,0.4921,tasted,5.75,2.468,2.658370912,0.39172354,0.1218,0.1859,
,nsubjpass,4_3,Implausible,2,The cake by the flour was measured by the guests.,measured,2.82,2.161,-4.358350039,0.10099783,0.7892,measured,2.82,2.161,-3.914286613,0.17927438,0.0282,0.1153,
,nsubjpass,4_3,Implausible,3,The songs about the flowers were watered by the band.,watered,0.96,1.699,-8.150150299,0.14227675,0.5109,watered,0.96,1.699,-0.417370886,0.32302946,0.1012,0.132,
,nsubjpass,4_3,Implausible,4,The painting inspired by music was heard by the museum.,heard,387.75,4.296,-3.983404279,0.19170071,0.607,heard,387.75,4.296,-1.044494808,0.30071142,0.0119,0.1137,
,nsubjpass,4_3,Implausible,5,The report about the art was painted by the committee.,painted,13.92,2.852,-7.411674976,0.05629746,0.5242,painted,13.92,2.852,1.832779467,0.45462662,0.1637,0.1894,
,nsubjpass,4_3,Implausible,6,The app for the recipe was cooked by the investors.,cooked,9.51,2.687,-8.748998165,0.098927155,0.5112,cooked,9.51,2.687,6.832427502,0.62048787,0.0159,0.3614,
,nsubjpass,4_3,Implausible,7,The speech about the mountain was climbed by the audience.,climbed,5,2.408,-6.907812595,0.043638937,0.8287,climbed,5,2.408,5.931034327,0.42508256,0.0178,0.102,
,nsubjpass,4_3,Implausible,8,The car in the musical was sung by the owner.,sung,3.49,2.253,-5.642649889,0.16195546,0.7972,sung,3.49,2.253,1.420564651,0.34411982,0.0313,0.0878,
,nsubjpass,4_3,Implausible,9,The meal in the picture was drawn by the chef.,drawn,10.63,2.735,-4.215179086,0.14269774,0.813,drawn,10.63,2.735,-1.681206763,0.22947736,0.0172,0.1027,
,nsubjpass,4_3,Implausible,10,The movie about the garden was planted by the reviewers.,planted,8.94,2.66,-6.32423687,0.09741035,0.5813,planted,8.94,2.66,4.03699863,0.44247922,0.0759,0.2213,
,nsubjpass,4_3,Implausible,11,The tank with the oxygen was breathed by the diver.,breathed,1.39,1.857,-1.687646925,0.18728116,0.3168,breathed,1.39,1.857,4.97253263,0.43434855,0.041,0.5702,
,nsubjpass,4_3,Implausible,12,The interview for the career was dreamed by the student.,dreamed,15.37,2.895,-3.487875223,0.23441844,0.6426,dreamed,15.37,2.895,-0.047697783,0.31391364,0.0314,0.1519,
,nsubjpass,4_3,Implausible,13,The house in the novel was read by the agent.,read,241.22,4.09,-4.37697494,0.13063692,0.64,read,241.22,4.09,-0.858259261,0.29529935,0.0107,0.1073,
,nsubjpass,4_3,Implausible,14,The shirt with the flower was grown by the model.,grown,25,3.106,-6.077371836,0.15538919,0.3243,grown,25,3.106,0.497132375,0.35314846,0.0416,0.5758,
,nsubjpass,4_3,Implausible,15,The photograph near the cocktail was tasted by the gallery.,tasted,5.75,2.468,-7.611251354,0.14426762,0.8404,tasted,5.75,2.468,1.24349349,0.3381898,0.0238,0.026,
,nsubjpass,4_3,Implausible,16,The lesson about the plane was flown by the students.,flown,4.55,2.367,-6.365953922,0.13283667,0.509,flown,4.55,2.367,4.939728975,0.46068525,0.1988,0.1361,
,nsubjpass,4_3,Implausible,17,The gift by the boat was sailed by the boy.,sailed,3.65,2.272,-5.773617506,0.2256703,0.8699,sailed,3.65,2.272,2.549002051,0.44066346,0.0229,0.0291,
,nsubjpass,4_3,Implausible,18,The joke about the pie was baked by the audience.,baked,6.69,2.534,-2.818026185,0.32191727,0.533,baked,6.69,2.534,5.335124016,0.48190832,0.2412,0.1106,
,nsubjpass,4_3,Implausible,19,The advice about the computer was hacked by the friend.,hacked,4.22,2.334,-6.058378458,0.18167482,0.4663,hacked,4.22,2.334,1.530864865,0.3471629,0.1792,0.1724,
,nsubjpass,4_3,Implausible,20,The garden by the jacket was worn by the farmer.,worn,10.08,2.712,-4.691194177,0.18150309,0.6695,worn,10.08,2.712,6.695564747,0.63684165,0.1132,0.1243,
,nsubjpass,4_3,Implausible,21,The poem about the feast was cooked by the poet.,cooked,9.51,2.687,-7.30811286,0.1590639,0.6894,cooked,9.51,2.687,-1.266319066,0.29718095,0.0277,0.1798,
,nsubjpass,4_3,Implausible,22,The chairs by the snacks were eaten by the customers.,eaten,18.18,2.967,-4.917464733,0.1705958,0.7996,eaten,18.18,2.967,5.545514584,0.5584919,0.0474,0.0602,
,nsubjpass,4_3,Implausible,23,The decision about the artwork was painted by the group.,painted,13.92,2.852,-7.897333145,0.065955184,0.6316,painted,13.92,2.852,1.941250801,0.41836005,0.0666,0.1856,
,nsubjpass,4_3,Implausible,24,The email about the basket was woven by the manager.,woven,0.63,1.518,-9.62234211,0.029695243,0.6287,woven,0.63,1.518,3.197100639,0.35359707,0.2427,0.0409,
,nsubjpass,4_3,Implausible,25,The plan for the beverage was tasted by the leaders.,tasted,5.75,2.468,-5.707066417,0.080360614,0.564,tasted,5.75,2.468,1.631302297,0.4043549,0.0731,0.2469,
,nsubjpass,4_3,Implausible,26,The dinner on the plane was flown by the guests.,flown,4.55,2.367,-7.065567255,0.14878137,0.8239,flown,4.55,2.367,4.939728975,0.46068525,0.0061,0.0928,
,nsubjpass,4_3,Implausible,27,The story about the candy was swallowed by the children.,swallowed,6.71,2.535,-3.270908475,0.20972586,0.2081,swallowed,6.71,2.535,-1.923164546,0.26565328,0.5555,0.0924,
,nsubjpass,4_3,Implausible,28,The puzzle on the necklace was worn by the inventor.,worn,10.08,2.712,-6.993021011,0.1436802,0.8631,worn,10.08,2.712,4.127221942,0.45262036,0.0298,0.057,
,nsubjpass,4_3,Implausible,29,The contract for the menu was tasted by the CEO.,tasted,5.75,2.468,-7.339677334,0.115686916,0.5486,tasted,5.75,2.468,-0.818394899,0.30221036,0.0161,0.3204,
,nsubjpass,4_3,Implausible,30,The schedule on the calendar was colored by the employees.,colored,7.39,2.578,-5.922017813,0.09493625,0.7217,colored,7.39,2.578,-4.127732992,0.1355259,0.0165,0.1086,
,nsubjpass,4_3,Implausible,31,The training for the cuisine was eaten by the contestant.,eaten,18.18,2.967,-7.44966054,0.1305376,0.5079,eaten,18.18,2.967,3.265064359,0.47381577,0.0173,0.4152,
,nsubjpass,4_3,Implausible,32,The experiment on the glacier was climbed by the scientists.,climbed,5,2.408,-5.400025845,0.089238554,0.6904,climbed,5,2.408,3.450001001,0.34552923,0.0206,0.1773,
,nsubjpass,4_3,Implausible,33,The song about the art was drawn by the artist.,drawn,10.63,2.735,-2.147608817,0.18709257,0.6945,drawn,10.63,2.735,-1.622245133,0.22591674,0.0158,0.218,
,nsubjpass,4_3,Implausible,34,The application for the song was sung by the producer.,sung,3.49,2.253,-6.206301212,0.14779805,0.7036,sung,3.49,2.253,5.259053707,0.5393701,0.0397,0.1805,
,nsubjpass,4_3,Implausible,35,The issue with the floor was scratched by the management.,scratched,4.47,2.36,-2.745977044,0.16236693,0.6378,scratched,4.47,2.36,-0.483097315,0.28409863,0.1116,0.1961,
,nsubjpass,4_3,Implausible,36,The challenge with the bread was baked by the team.,baked,6.69,2.534,-2.694615602,0.25032917,0.6974,baked,6.69,2.534,6.991507292,0.65712076,0.1059,0.1371,
,nsubjpass,4_3,Implausible,37,The meeting about the art was drawn by the board.,drawn,10.63,2.735,-3.170592189,0.23193821,0.7911,drawn,10.63,2.735,-1.622245133,0.22591674,0.016,0.1408,
,nsubjpass,4_3,Implausible,38,The film about the tree was grown by the studio.,grown,25,3.106,-5.265855789,0.096375614,0.3544,grown,25,3.106,2.448528789,0.34780985,0.1016,0.3524,
,nsubjpass,4_3,Implausible,39,The campaign about the helicopter was flown by the politician.,flown,4.55,2.367,-3.439969003,0.15417467,0.3282,flown,4.55,2.367,6.389543056,0.5537927,0.1188,0.3986,
,nsubjpass,4_3,Implausible,40,The studies about the cars were cleaned by the scholar.,cleaned,17.78,2.958,-7.145535707,0.1338262,0.4041,cleaned,17.78,2.958,-5.200876474,0.15792823,0.3188,0.1432,
,nsubjpass,4_3,Implausible,41,The lecture about the masterpiece was painted by the students.,painted,13.92,2.852,-4.951886415,0.1852738,0.7505,painted,13.92,2.852,0.962047458,0.32893002,0.0589,0.0951,
,nsubjpass,4_3,Implausible,42,The road in the movie was written by the explorers.,written,44.06,3.352,-6.133708954,0.13200772,0.8626,written,44.06,3.352,0.083396524,0.27829173,0.0311,0.0599,
,nsubjpass,4_3,Implausible,43,The plan for the recipe was baked by the chefs.,baked,6.69,2.534,-3.45677036,0.1461637,0.6949,baked,6.69,2.534,7.301413298,0.60460496,0.0318,0.2109,
,nsubjpass,4_3,Implausible,44,The goal for the concert was sung by the girl.,sung,3.49,2.253,-4.177152872,0.1859088,0.6974,sung,3.49,2.253,2.705421567,0.40133443,0.0726,0.1387,
,nsubjpass,4_3,Implausible,45,The novel about the boat was sailed by the critics.,sailed,3.65,2.272,-7.144006729,0.17001699,0.576,sailed,3.65,2.272,2.549002051,0.44066346,0.0295,0.269,
,nsubjpass,4_3,Implausible,46,The formula on the board was cleaned by the engineers.,cleaned,17.78,2.958,-6.389600039,0.10289832,0.8511,cleaned,17.78,2.958,-6.315011501,0.10400556,0.0266,0.0557,
,nsubjpass,4_3,Implausible,47,The question about the table was moved by the artist.,moved,69.33,3.549,-3.392014503,0.17224412,0.9047,moved,69.33,3.549,-2.935305476,0.113203235,0.0061,0.0687,
,nsubjpass,4_3,Implausible,48,The stores with the games were played by the investor.,played,56.27,3.458,-5.260597706,0.1712527,0.6177,played,56.27,3.458,3.803436637,0.39542624,0.0428,0.2889,
,nsubjpass,4_3,Implausible,49,The investigations regarding the drugs were smoked by the police.,smoked,7,2.554,-8.03177762,0.06290895,0.6515,smoked,7,2.554,0.091703609,0.31045538,0.0397,0.0644,
,nsubjpass,4_3,Implausible,50,The program for the picture was drawn by the committee.,drawn,10.63,2.735,-5.057061195,0.064257406,0.4887,drawn,10.63,2.735,-1.681206763,0.22947736,0.0563,0.3475,
,pobj,2_0,Plausible,1,The waves crash against the coast's strongly built dock.,dock,9.75,2.697,-4.607148647,0.12880738,0.2117,,,,,,,,
